job_title,Grupo
Data Analyst,322426.02 - 328963.66
Data Integration Specialist,100146.3 - 106683.94
Data Integration Specialist,67458.11 - 73995.75
Backend Engineer,224361.44 - 230899.08
Computational Scientist,165522.69 - 172060.33
Computational Scientist,126296.86 - 132834.5
Security Researcher,198210.88 - 204748.52
Engineer,315888.38 - 322426.02
Power BI,93608.66 - 100146.3
Power BI,60920.47 - 67458.11
Engineering Manager,257049.63 - 263587.27
Data Manager,217823.8 - 224361.44
Data Architect,87071.03 - 93608.66
Quantitative Analyst,191673.24 - 198210.88
Data Manager,191673.24 - 198210.88
Research Scientist,28232.28 - 34769.92
Data Analytics Manager,119759.22 - 126296.86
Lead Analyst,211286.16 - 217823.8
Lead Analyst,139372.13 - 145909.77
Analyst,34769.92 - 41307.55
Python Developer,119759.22 - 126296.86
Application Developer,87071.03 - 93608.66
Application Developer,73995.75 - 80533.39
Data Product Manager,158985.05 - 165522.69
Head of Machine Learning,296275.46 - 302813.1
Head of Machine Learning,217823.8 - 224361.44
Applied Scientist,250511.99 - 257049.63
Applied Scientist,119759.22 - 126296.86
Data Analyst,283200.18 - 289737.82
Analytics Engineer,257049.63 - 263587.27
Analytics Engineer,191673.24 - 198210.88
Analytics Engineer,289737.82 - 296275.46
Business Intelligence Developer,54382.83 - 60920.47
Architect,296275.46 - 302813.1
Postdoctoral Fellow,67458.11 - 73995.75
Developer Advocate,165522.69 - 172060.33
Research Assistant,15157.0 - 21694.64
Research Engineer,237436.71 - 243974.35
Data Management Lead,191673.24 - 198210.88
Data Management Lead,172060.33 - 178597.97
Data Governance Analyst,87071.03 - 93608.66
Research Scientist,525092.82 - 531630.45
Machine Learning Scientist,217823.8 - 224361.44
Product Manager,80533.39 - 87071.03
QA Engineer,289737.82 - 296275.46
QA Engineer,158985.05 - 165522.69
AI Scientist,145909.77 - 152447.41
AI Scientist,119759.22 - 126296.86
Data Analytics Consultant,158985.05 - 165522.69
Data Analytics Consultant,87071.03 - 93608.66
Consultant,217823.8 - 224361.44
Research Analyst,87071.03 - 93608.66
Product Analyst,113221.58 - 119759.22
Product Analyst,67458.11 - 73995.75
Applied Scientist,106683.94 - 113221.58
Data Quality Analyst,87071.03 - 93608.66
Data Visualization Developer,100146.3 - 106683.94
Data Visualization Developer,80533.39 - 87071.03
Data Engineer,21694.64 - 28232.28
Data Developer,100146.3 - 106683.94
Business Analyst,54382.83 - 60920.47
Developer,185135.61 - 191673.24
Security Researcher,250511.99 - 257049.63
Security Researcher,132834.5 - 139372.13
Security Researcher,158985.05 - 165522.69
Security Researcher,80533.39 - 87071.03
AI Product Owner,178597.97 - 185135.61
AI Product Owner,80533.39 - 87071.03
Product Owner,597006.84 - 603544.48
Product Owner,100146.3 - 106683.94
Data Architect,289737.82 - 296275.46
Data Analyst,597006.84 - 603544.48
AI Researcher,283200.18 - 289737.82
AI Researcher,158985.05 - 165522.69
Analyst,263587.27 - 270124.91
Data Governance Manager,113221.58 - 119759.22
Data Governance Manager,100146.3 - 106683.94
Data Architect,322426.02 - 328963.66
Data Analytics Specialist,47845.19 - 54382.83
Cloud Engineer,198210.88 - 204748.52
Software Development Engineer,139372.13 - 145909.77
Data Lead,289737.82 - 296275.46
Data Analytics Manager,217823.8 - 224361.44
Data Analytics Manager,93608.66 - 100146.3
Data Governance,283200.18 - 289737.82
Systems Engineer,243974.35 - 250511.99
Software Architect,276662.55 - 283200.18
Software Architect,185135.61 - 191673.24
Software Architect,250511.99 - 257049.63
Software Architect,165522.69 - 172060.33
Applied Scientist,80533.39 - 87071.03
Associate,54382.83 - 60920.47
Data Management Specialist,60920.47 - 67458.11
Data Management Specialist,34769.92 - 41307.55
Business Intelligence Engineer,165522.69 - 172060.33
Research Engineer,191673.24 - 198210.88
Research Engineer,152447.41 - 158985.05
Site Reliability Engineer,250511.99 - 257049.63
Business Intelligence Developer,172060.33 - 178597.97
Full Stack Engineer,237436.71 - 243974.35
Full Stack Engineer,198210.88 - 204748.52
Machine Learning Developer,126296.86 - 132834.5
Machine Learning Developer,93608.66 - 100146.3
Engineering Manager,178597.97 - 185135.61
Platform Engineer,328963.66 - 335501.29
Platform Engineer,243974.35 - 250511.99
Data Scientist,381264.76 - 387802.4
Data Strategy Lead,289737.82 - 296275.46
Data Strategy Lead,158985.05 - 165522.69
Lead Engineer,250511.99 - 257049.63
Lead Engineer,217823.8 - 224361.44
Data Scientist Associate,67458.11 - 73995.75
Research Engineer,93608.66 - 100146.3
Data Visualization Developer,185135.61 - 191673.24
Data Visualization Developer,113221.58 - 119759.22
Power BI,113221.58 - 119759.22
Power BI,73995.75 - 80533.39
Solutions Architect,250511.99 - 257049.63
Research Assistant,47845.19 - 54382.83
Platform Engineer,172060.33 - 178597.97
DevOps Engineer,106683.94 - 113221.58
Architect,132834.5 - 139372.13
Product Owner,73995.75 - 80533.39
Statistical Programmer,217823.8 - 224361.44
Cloud Database Administrator,126296.86 - 132834.5
Data Quality Lead,113221.58 - 119759.22
Full Stack Developer,165522.69 - 172060.33
Insight Analyst,139372.13 - 145909.77
Data Analytics Lead,348576.57 - 355114.21
Data Analytics Lead,172060.33 - 178597.97
Data Scientist,413952.96 - 420490.6
Data Integration Specialist,165522.69 - 172060.33
Data Integration Specialist,113221.58 - 119759.22
BI Analyst,165522.69 - 172060.33
Quantitative Developer,145909.77 - 152447.41
Business Intelligence Manager,230899.08 - 237436.71
Business Intelligence Manager,152447.41 - 158985.05
Solutions Architect,132834.5 - 139372.13
Data Developer,158985.05 - 165522.69
Data Developer,93608.66 - 100146.3
Data Scientist,348576.57 - 355114.21
Solutions Architect,165522.69 - 172060.33
Business Intelligence Analyst,165522.69 - 172060.33
Software Engineer,407415.32 - 413952.96
Software Development Engineer,185135.61 - 191673.24
Engineering Manager,446641.15 - 453178.79
Prompt Engineer,54382.83 - 60920.47
Manager,41307.55 - 47845.19
Data Operations Analyst,106683.94 - 113221.58
Data Operations Analyst,67458.11 - 73995.75
QA Engineer,230899.08 - 237436.71
QA Engineer,106683.94 - 113221.58
Systems Engineer,198210.88 - 204748.52
Data Integration Specialist,119759.22 - 126296.86
Systems Engineer,211286.16 - 217823.8
Data Architect,28232.28 - 34769.92
Site Reliability Engineer,106683.94 - 113221.58
Tech Lead,250511.99 - 257049.63
Tech Lead,165522.69 - 172060.33
Lead Analyst,165522.69 - 172060.33
Lead Analyst,113221.58 - 119759.22
Analytics Specialist,145909.77 - 152447.41
Analytics Specialist,73995.75 - 80533.39
Data Quality Analyst,60920.47 - 67458.11
Data Architect,315888.38 - 322426.02
Full Stack Developer,191673.24 - 198210.88
Bioinformatician,100146.3 - 106683.94
Bioinformatician,47845.19 - 54382.83
Software Development Engineer,172060.33 - 178597.97
Software Development Engineer,73995.75 - 80533.39
Software Development Engineer,67458.11 - 73995.75
Software Development Engineer,263587.27 - 270124.91
Data Visualization Engineer,714684.34 - 721221.97
Data Visualization Engineer,165522.69 - 172060.33
Statistician,270124.91 - 276662.55
Statistician,113221.58 - 119759.22
Software Architect,191673.24 - 198210.88
Software Architect,158985.05 - 165522.69
Software Architect,132834.5 - 139372.13
Research Scientist,328963.66 - 335501.29
Data Engineer,786598.36 - 793136.0
Associate,211286.16 - 217823.8
Backend Engineer,139372.13 - 145909.77
Engineering Manager,322426.02 - 328963.66
Engineering Manager,185135.61 - 191673.24
DataOps Engineer,145909.77 - 152447.41
DataOps Engineer,60920.47 - 67458.11
Data Scientist,361651.85 - 368189.49
Data Scientist,296275.46 - 302813.1
Site Reliability Engineer,73995.75 - 80533.39
Engineering Manager,302813.1 - 309350.74
Backend Engineer,243974.35 - 250511.99
Backend Engineer,198210.88 - 204748.52
Head of Data,257049.63 - 263587.27
Principal Software Architect,165522.69 - 172060.33
Technical Lead,342038.93 - 348576.57
Technical Lead,270124.91 - 276662.55
Developer,198210.88 - 204748.52
Business Intelligence Analyst,41307.55 - 47845.19
MLOps Engineer,100146.3 - 106683.94
Business Intelligence Developer,158985.05 - 165522.69
AI Scientist,158985.05 - 165522.69
AI Scientist,93608.66 - 100146.3
QA Engineer,172060.33 - 178597.97
QA Engineer,113221.58 - 119759.22
Technical Lead,47845.19 - 54382.83
Technical Lead,41307.55 - 47845.19
Systems Engineer,60920.47 - 67458.11
Application Developer,126296.86 - 132834.5
Data Analytics Lead,178597.97 - 185135.61
Data Analytics Lead,60920.47 - 67458.11
Software Development Engineer,296275.46 - 302813.1
Data Architect,257049.63 - 263587.27
Decision Scientist,217823.8 - 224361.44
Decision Scientist,106683.94 - 113221.58
Data Developer,198210.88 - 204748.52
Data Management Specialist,119759.22 - 126296.86
Python Developer,93608.66 - 100146.3
Python Developer,106683.94 - 113221.58
Risk Analyst,178597.97 - 185135.61
Risk Analyst,93608.66 - 100146.3
Manager,54382.83 - 60920.47
Data Analytics Manager,113221.58 - 119759.22
Full Stack Engineer,158985.05 - 165522.69
Full Stack Engineer,139372.13 - 145909.77
Actuarial Analyst,119759.22 - 126296.86
Actuarial Analyst,67458.11 - 73995.75
Data Operations Analyst,80533.39 - 87071.03
Decision Scientist,204748.52 - 211286.16
Decision Scientist,152447.41 - 158985.05
Site Reliability Engineer,211286.16 - 217823.8
Systems Engineer,257049.63 - 263587.27
Principal Researcher,525092.82 - 531630.45
Principal Researcher,224361.44 - 230899.08
Marketing Science Partner,185135.61 - 191673.24
Marketing Science Partner,126296.86 - 132834.5
AI Engineer,47845.19 - 54382.83
Data Manager,119759.22 - 126296.86
Quantitative Analyst,126296.86 - 132834.5
Quantitative Analyst,93608.66 - 100146.3
Data Reporting Specialist,93608.66 - 100146.3
Data Reporting Specialist,73995.75 - 80533.39
Analyst,276662.55 - 283200.18
Python Developer,100146.3 - 106683.94
Data Analytics Manager,178597.97 - 185135.61
Data Analytics Manager,158985.05 - 165522.69
Clinical Data Operator,34769.92 - 41307.55
Data Analytics Manager,132834.5 - 139372.13
Product Designer,381264.76 - 387802.4
Product Designer,302813.1 - 309350.74
AI Specialist,211286.16 - 217823.8
AI Specialist,100146.3 - 106683.94
Product Analyst,132834.5 - 139372.13
Product Analyst,158985.05 - 165522.69
Product Designer,119759.22 - 126296.86
Prompt Engineer,198210.88 - 204748.52
Prompt Engineer,139372.13 - 145909.77
Data Governance Lead,60920.47 - 67458.11
Data Governance Lead,47845.19 - 54382.83
Data Architect,250511.99 - 257049.63
AI Architect,296275.46 - 302813.1
AI Architect,93608.66 - 100146.3
Analytics Engineer,276662.55 - 283200.18
AI Researcher,263587.27 - 270124.91
AI Researcher,126296.86 - 132834.5
AI Lead,263587.27 - 270124.91
AI Lead,152447.41 - 158985.05
Engineering Manager,263587.27 - 270124.91
Architect,47845.19 - 54382.83
Bioinformatics Scientist,119759.22 - 126296.86
Product Owner,139372.13 - 145909.77
Product Owner,106683.94 - 113221.58
Risk Analyst,158985.05 - 165522.69
Risk Analyst,132834.5 - 139372.13
Full Stack Developer,41307.55 - 47845.19
Product Analyst,211286.16 - 217823.8
Product Analyst,191673.24 - 198210.88
Architect,67458.11 - 73995.75
Developer,322426.02 - 328963.66
Developer,283200.18 - 289737.82
Data Strategy Lead,172060.33 - 178597.97
Data Strategy Lead,119759.22 - 126296.86
Architect,315888.38 - 322426.02
Insight Analyst,87071.03 - 93608.66
Data Integration Specialist,80533.39 - 87071.03
Data Quality Lead,185135.61 - 191673.24
Data Quality Lead,119759.22 - 126296.86
Business Intelligence Developer,145909.77 - 152447.41
Research Scientist,67458.11 - 73995.75
Machine Learning Engineer,60920.47 - 67458.11
Head of Data,100146.3 - 106683.94
Head of Data,67458.11 - 73995.75
Power BI Developer,67458.11 - 73995.75
Systems Engineer,126296.86 - 132834.5
Data Quality Analyst,73995.75 - 80533.39
Data Integration Specialist,132834.5 - 139372.13
Machine Learning Engineer,47845.19 - 54382.83
Machine Learning Engineer,34769.92 - 41307.55
AI Architect,368189.49 - 374727.13
AI Architect,139372.13 - 145909.77
Principal Statistical Programmer,100146.3 - 106683.94
Product Owner,211286.16 - 217823.8
Data Lead,498942.26 - 505479.9
Quantitative Analyst,165522.69 - 172060.33
Quantitative Analyst,73995.75 - 80533.39
Cloud Engineer,119759.22 - 126296.86
Cloud Engineer,93608.66 - 100146.3
Data Integrator,119759.22 - 126296.86
Manager,440103.51 - 446641.15
Developer,191673.24 - 198210.88
Associate,28232.28 - 34769.92
Data Quality Specialist,41307.55 - 47845.19
Developer,15157.0 - 21694.64
Data Developer,185135.61 - 191673.24
Data Developer,126296.86 - 132834.5
Machine Learning Engineer,328963.66 - 335501.29
Lead Engineer,243974.35 - 250511.99
Data Quality Analyst,172060.33 - 178597.97
Data Quality Analyst,139372.13 - 145909.77
DevOps Engineer,126296.86 - 132834.5
Machine Learning Specialist,34769.92 - 41307.55
Data Lead,41307.55 - 47845.19
Data Specialist,629695.03 - 636232.67
AI Engineer,211286.16 - 217823.8
Technical Lead,119759.22 - 126296.86
Lead Data Analysis,113221.58 - 119759.22
Principal Statistical Programmer,597006.84 - 603544.48
Principal Statistical Programmer,93608.66 - 100146.3
Research Analyst,139372.13 - 145909.77
Insight Analyst,80533.39 - 87071.03
Data Lead,211286.16 - 217823.8
Software Developer,204748.52 - 211286.16
Software Developer,145909.77 - 152447.41
Research Analyst,119759.22 - 126296.86
Business Analyst,165522.69 - 172060.33
Research Analyst,204748.52 - 211286.16
Research Analyst,178597.97 - 185135.61
Research Analyst,185135.61 - 191673.24
Research Analyst,165522.69 - 172060.33
Principal Researcher,250511.99 - 257049.63
Principal Researcher,152447.41 - 158985.05
Developer,289737.82 - 296275.46
Solutions Engineer,198210.88 - 204748.52
Solutions Engineer,113221.58 - 119759.22
Research Data Manager,54382.83 - 60920.47
Data Engineer,407415.32 - 413952.96
Head of Data,80533.39 - 87071.03
Site Reliability Engineer,237436.71 - 243974.35
Solution Architect,250511.99 - 257049.63
Software Development Engineer,80533.39 - 87071.03
DevOps Engineer,145909.77 - 152447.41
Data Visualization Engineer,126296.86 - 132834.5
Data Visualization Engineer,87071.03 - 93608.66
Consultant,28232.28 - 34769.92
Consultant,15157.0 - 21694.64
Applied Scientist,309350.74 - 315888.38
Applied Scientist,185135.61 - 191673.24
Backend Engineer,230899.08 - 237436.71
Backend Engineer,132834.5 - 139372.13
Data Product Manager,250511.99 - 257049.63
Data Operations Specialist,106683.94 - 113221.58
Data Operations Specialist,67458.11 - 73995.75
Data Governance Lead,198210.88 - 204748.52
Data Governance Lead,100146.3 - 106683.94
Data Specialist,185135.61 - 191673.24
Power BI Developer,158985.05 - 165522.69
Power BI Developer,73995.75 - 80533.39
Software Developer,34769.92 - 41307.55
Applied Scientist,230899.08 - 237436.71
Data Governance Specialist,152447.41 - 158985.05
Data Governance Specialist,80533.39 - 87071.03
Data Product Manager,178597.97 - 185135.61
Architect,413952.96 - 420490.6
Data Analytics Manager,73995.75 - 80533.39
Data Analytics Manager,47845.19 - 54382.83
Machine Learning Engineer,420490.6 - 427028.24
Technical Specialist,270124.91 - 276662.55
Technical Specialist,217823.8 - 224361.44
Engineering Manager,387802.4 - 394340.04
Engineering Manager,335501.29 - 342038.93
QA Engineer,126296.86 - 132834.5
Engineering Manager,204748.52 - 211286.16
Account Executive,60920.47 - 67458.11
Account Executive,54382.83 - 60920.47
Data Platform Engineer,15157.0 - 21694.64
Data Integration Specialist,73995.75 - 80533.39
Data Management Lead,158985.05 - 165522.69
Data Management Lead,113221.58 - 119759.22
Data Governance Lead,230899.08 - 237436.71
Data Governance Lead,178597.97 - 185135.61
Computer Vision Engineer,178597.97 - 185135.61
Data Architect,348576.57 - 355114.21
Data Lead,191673.24 - 198210.88
Data Quality Lead,237436.71 - 243974.35
Tech Lead,178597.97 - 185135.61
Tech Lead,119759.22 - 126296.86
Architect,498942.26 - 505479.9
Power BI Developer,139372.13 - 145909.77
Prompt Engineer,119759.22 - 126296.86
Robotics Engineer,100146.3 - 106683.94
Robotics Engineer,87071.03 - 93608.66
Consultant,394340.04 - 400877.68
Machine Learning Scientist,296275.46 - 302813.1
Data Analyst,296275.46 - 302813.1
Analytics Lead,145909.77 - 152447.41
Analytics Lead,113221.58 - 119759.22
DevOps Engineer,224361.44 - 230899.08
Account Executive,139372.13 - 145909.77
Solution Architect,158985.05 - 165522.69
Cloud Engineer,113221.58 - 119759.22
Cloud Engineer,67458.11 - 73995.75
Data Governance Lead,73995.75 - 80533.39
Data Governance Lead,67458.11 - 73995.75
BI Analyst,139372.13 - 145909.77
Lead Analyst,263587.27 - 270124.91
Lead Analyst,172060.33 - 178597.97
Tech Lead,113221.58 - 119759.22
Data Governance Lead,145909.77 - 152447.41
Lead Analyst,198210.88 - 204748.52
Lead Analyst,145909.77 - 152447.41
Manager,355114.21 - 361651.85
Manager,374727.13 - 381264.76
AI Machine Learning Engineer,80533.39 - 87071.03
Research Engineer,283200.18 - 289737.82
Research Engineer,230899.08 - 237436.71
Research Engineer,335501.29 - 342038.93
Data Governance Manager,185135.61 - 191673.24
Data Governance Manager,145909.77 - 152447.41
Architect,15157.0 - 21694.64
Quantitative Researcher,152447.41 - 158985.05
Account Executive,296275.46 - 302813.1
Account Executive,257049.63 - 263587.27
Account Executive,276662.55 - 283200.18
Business Intelligence Developer,41307.55 - 47845.19
AI Architect,224361.44 - 230899.08
Data Quality Analyst,113221.58 - 119759.22
Data Quality Analyst,106683.94 - 113221.58
Data Quality Lead,152447.41 - 158985.05
Data Quality Lead,100146.3 - 106683.94
Data Quality Analyst,198210.88 - 204748.52
Data Quality Specialist,178597.97 - 185135.61
Data Quality Specialist,106683.94 - 113221.58
Data Management Lead,198210.88 - 204748.52
Data Management Lead,87071.03 - 93608.66
Lead Data Management,126296.86 - 132834.5
Lead Data Management,73995.75 - 80533.39
Data Management Analyst,158985.05 - 165522.69
Data Management Specialist,132834.5 - 139372.13
Data Management Analyst,34769.92 - 41307.55
Research Engineer,126296.86 - 132834.5
Data Architect,498942.26 - 505479.9
Software Engineer,492404.62 - 498942.26
Architect,230899.08 - 237436.71
Software Development Engineer,230899.08 - 237436.71
BI Engineer,106683.94 - 113221.58
BI Engineer,67458.11 - 73995.75
Analytics Engineer,34769.92 - 41307.55
Data Analytics Specialist,145909.77 - 152447.41
Data Analytics Specialist,73995.75 - 80533.39
Data Analytics Developer,139372.13 - 145909.77
Data Analytics Developer,113221.58 - 119759.22
Data Analyst,263587.27 - 270124.91
Data Analytics Manager,60920.47 - 67458.11
Data Analytics Consultant,80533.39 - 87071.03
Data Analytics Consultant,54382.83 - 60920.47
Decision Scientist,73995.75 - 80533.39
Decision Scientist,60920.47 - 67458.11
Decision Scientist,87071.03 - 93608.66
Solutions Architect,237436.71 - 243974.35
Machine Learning Specialist,165522.69 - 172060.33
Machine Learning Specialist,132834.5 - 139372.13
Machine Learning Engineer,315888.38 - 322426.02
Machine Learning Architect,296275.46 - 302813.1
Machine Learning Architect,224361.44 - 230899.08
Director of Machine Learning,374727.13 - 381264.76
Director of Machine Learning,335501.29 - 342038.93
System Engineer,302813.1 - 309350.74
System Engineer,185135.61 - 191673.24
Machine Learning Scientist,276662.55 - 283200.18
Machine Learning Engineer,374727.13 - 381264.76
Machine Learning Scientist,73995.75 - 80533.39
Machine Learning Scientist,47845.19 - 54382.83
Machine Learning Engineer,368189.49 - 374727.13
Machine Learning Engineer,544705.73 - 551243.37
Application Developer,198210.88 - 204748.52
Machine Learning Lead,152447.41 - 158985.05
Machine Learning Lead,87071.03 - 93608.66
Product Manager,54382.83 - 60920.47
Data Operations Engineer,87071.03 - 93608.66
Data Operations Engineer,60920.47 - 67458.11
Data Integration Specialist,54382.83 - 60920.47
Data Integration Specialist,41307.55 - 47845.19
Data Product Manager,237436.71 - 243974.35
Data Product Manager,172060.33 - 178597.97
Backend Engineer,283200.18 - 289737.82
Backend Engineer,158985.05 - 165522.69
Analytics Engineer,263587.27 - 270124.91
Analytics Engineer,270124.91 - 276662.55
Statistical Programmer,185135.61 - 191673.24
Statistical Programmer,139372.13 - 145909.77
Insight Analyst,158985.05 - 165522.69
Insight Analyst,106683.94 - 113221.58
Software Engineer,387802.4 - 394340.04
AI Researcher,41307.55 - 47845.19
AI Researcher,230899.08 - 237436.71
AI Researcher,139372.13 - 145909.77
Applied Scientist,172060.33 - 178597.97
Business Intelligence Engineer,224361.44 - 230899.08
Data Governance Specialist,132834.5 - 139372.13
Data Governance Specialist,73995.75 - 80533.39
Data Governance,47845.19 - 54382.83
Data Governance Lead,106683.94 - 113221.58
Data Governance Lead,126296.86 - 132834.5
Manager,498942.26 - 505479.9
Data Governance Lead,289737.82 - 296275.46
Data Governance Analyst,263587.27 - 270124.91
Data Governance Analyst,113221.58 - 119759.22
Data Governance,204748.52 - 211286.16
Data Governance Lead,93608.66 - 100146.3
Data and Reporting Analyst,87071.03 - 93608.66
Analytics Specialist,106683.94 - 113221.58
Analytics Specialist,87071.03 - 93608.66
Computational Biologist,152447.41 - 158985.05
Computational Biologist,139372.13 - 145909.77
Lead Engineer,224361.44 - 230899.08
Engineer,413952.96 - 420490.6
Engineering Manager,557781.01 - 564318.65
Software Engineer,564318.65 - 570856.29
Stage,34769.92 - 41307.55
Stage,28232.28 - 34769.92
Stage,15157.0 - 21694.64
Backend Engineer,145909.77 - 152447.41
Data Platform Engineer,93608.66 - 100146.3
Data Platform Engineer,73995.75 - 80533.39
Engineering Manager,243974.35 - 250511.99
Sales Development Representative,119759.22 - 126296.86
Sales Development Representative,87071.03 - 93608.66
Software Engineer,420490.6 - 427028.24
Machine Learning Engineer,479329.34 - 485866.98
Python Developer,60920.47 - 67458.11
Product Analyst,178597.97 - 185135.61
Analytics Specialist,119759.22 - 126296.86
Analytics Lead,165522.69 - 172060.33
Analytics Lead,126296.86 - 132834.5
Actuarial Analyst,93608.66 - 100146.3
Actuarial Analyst,60920.47 - 67458.11
Research Analyst,80533.39 - 87071.03
Backend Engineer,152447.41 - 158985.05
Research Scientist,714684.34 - 721221.97
Consultant,276662.55 - 283200.18
Manager,525092.82 - 531630.45
Technical Lead,106683.94 - 113221.58
Solution Architect,113221.58 - 119759.22
Consultant,289737.82 - 296275.46
Engineering Manager,276662.55 - 283200.18
Solutions Engineer,67458.11 - 73995.75
Analytics Lead,87071.03 - 93608.66
Analytics Lead,80533.39 - 87071.03
Analytics Lead,106683.94 - 113221.58
Lead Engineer,100146.3 - 106683.94
DevOps Engineer,191673.24 - 198210.88
DevOps Engineer,237436.71 - 243974.35
Cloud Engineer,243974.35 - 250511.99
Solution Architect,361651.85 - 368189.49
Technical Lead,198210.88 - 204748.52
Product Manager,322426.02 - 328963.66
Account Executive,145909.77 - 152447.41
Account Executive,119759.22 - 126296.86
Data Governance Analyst,47845.19 - 54382.83
Data Governance Analyst,41307.55 - 47845.19
Data Governance,237436.71 - 243974.35
Insight Analyst,34769.92 - 41307.55
Insight Analyst,28232.28 - 34769.92
Data Product Manager,106683.94 - 113221.58
Risk Analyst,139372.13 - 145909.77
Business Intelligence Manager,100146.3 - 106683.94
Business Intelligence Manager,93608.66 - 100146.3
Power BI Developer,47845.19 - 54382.83
Power BI Developer,34769.92 - 41307.55
Architect,283200.18 - 289737.82
Architect,145909.77 - 152447.41
Associate,230899.08 - 237436.71
AI Scientist,73995.75 - 80533.39
Systems Engineer,263587.27 - 270124.91
Software Engineer,361651.85 - 368189.49
Technical Lead,67458.11 - 73995.75
Technical Lead,60920.47 - 67458.11
Backend Engineer,106683.94 - 113221.58
Data Analytics Lead,87071.03 - 93608.66
Technical Lead,113221.58 - 119759.22
Data Product Manager,93608.66 - 100146.3
Manager,466254.07 - 472791.71
Data Engineer,400877.68 - 407415.32
Data Analytics Specialist,178597.97 - 185135.61
Data Analytics Specialist,113221.58 - 119759.22
Quantitative Analyst,54382.83 - 60920.47
Machine Learning Scientist,119759.22 - 126296.86
Prompt Engineer,47845.19 - 54382.83
AI Researcher,54382.83 - 60920.47
AI Researcher,113221.58 - 119759.22
BI Analyst,93608.66 - 100146.3
Technical Writer,145909.77 - 152447.41
Technical Writer,100146.3 - 106683.94
Machine Learning Lead,224361.44 - 230899.08
Machine Learning Lead,119759.22 - 126296.86
Machine Learning Scientist,211286.16 - 217823.8
Technical Lead,126296.86 - 132834.5
Technical Lead,93608.66 - 100146.3
Data Management Specialist,93608.66 - 100146.3
Data Scientist,355114.21 - 361651.85
Head of Data,230899.08 - 237436.71
Full Stack Engineer,93608.66 - 100146.3
Consultant,60920.47 - 67458.11
Data Lead,67458.11 - 73995.75
Head of Data,158985.05 - 165522.69
Head of Data,132834.5 - 139372.13
Head of Data,87071.03 - 93608.66
Machine Learning Engineer,485866.98 - 492404.62
Data Product Owner,100146.3 - 106683.94
Data Product Owner,73995.75 - 80533.39
Solutions Architect,113221.58 - 119759.22
Data Operations Engineer,237436.71 - 243974.35
Data Operations Engineer,100146.3 - 106683.94
AI Data Scientist,100146.3 - 106683.94
Site Reliability Engineer,420490.6 - 427028.24
Data Visualization Developer,165522.69 - 172060.33
Data Visualization Developer,93608.66 - 100146.3
Data Visualization Developer,119759.22 - 126296.86
Technical Writer,498942.26 - 505479.9
Technical Writer,93608.66 - 100146.3
Consultant,178597.97 - 185135.61
Data Infrastructure Engineer,257049.63 - 263587.27
BI Developer,67458.11 - 73995.75
BI Developer,41307.55 - 47845.19
Data Product Owner,178597.97 - 185135.61
Data Product Owner,126296.86 - 132834.5
Head of Data,263587.27 - 270124.91
Head of Data,296275.46 - 302813.1
Head of Data,459716.43 - 466254.07
Head of Data,381264.76 - 387802.4
AI Developer,132834.5 - 139372.13
AI Developer,113221.58 - 119759.22
Robotics Engineer,28232.28 - 34769.92
Robotics Engineer,21694.64 - 28232.28
Data Management Analyst,132834.5 - 139372.13
Product Analyst,224361.44 - 230899.08
Product Analyst,106683.94 - 113221.58
Data Quality Engineer,28232.28 - 34769.92
Data Quality Analyst,145909.77 - 152447.41
Data Quality Analyst,100146.3 - 106683.94
Data Quality Lead,257049.63 - 263587.27
Statistical Programmer,80533.39 - 87071.03
Data Product Owner,211286.16 - 217823.8
Business Intelligence Developer,132834.5 - 139372.13
Manager,433565.87 - 440103.51
Robotics Engineer,204748.52 - 211286.16
Robotics Engineer,145909.77 - 152447.41
AI Specialist,80533.39 - 87071.03
AI Specialist,60920.47 - 67458.11
Data Lead,100146.3 - 106683.94
Data Lead,80533.39 - 87071.03
Solutions Engineer,165522.69 - 172060.33
Data Integration Specialist,217823.8 - 224361.44
Data Integration Analyst,54382.83 - 60920.47
Data Integration Analyst,41307.55 - 47845.19
Data Architect,41307.55 - 47845.19
AI Architect,191673.24 - 198210.88
Product Designer,309350.74 - 315888.38
Product Designer,243974.35 - 250511.99
Product Designer,224361.44 - 230899.08
Product Designer,198210.88 - 204748.52
Decision Scientist,283200.18 - 289737.82
Decision Scientist,139372.13 - 145909.77
Data Reporting Analyst,60920.47 - 67458.11
Prompt Engineer,158985.05 - 165522.69
Engineer,420490.6 - 427028.24
Data Specialist,132834.5 - 139372.13
Insight Analyst,185135.61 - 191673.24
Insight Analyst,119759.22 - 126296.86
Safety Data Management Specialist,93608.66 - 100146.3
BI Developer,47845.19 - 54382.83
Engineering Manager,355114.21 - 361651.85
Data Quality Analyst,41307.55 - 47845.19
Data Quality Analyst,28232.28 - 34769.92
Business Intelligence Developer,263587.27 - 270124.91
Business Intelligence Developer,250511.99 - 257049.63
Business Intelligence Developer,165522.69 - 172060.33
Architect,374727.13 - 381264.76
Data Product Owner,87071.03 - 93608.66
Systems Engineer,204748.52 - 211286.16
Architect,335501.29 - 342038.93
Data Management Specialist,73995.75 - 80533.39
Consultant,211286.16 - 217823.8
Data Analyst,498942.26 - 505479.9
Software Development Engineer,106683.94 - 113221.58
Applied Scientist,400877.68 - 407415.32
Data Management Specialist,100146.3 - 106683.94
Power BI Developer,100146.3 - 106683.94
